Consecutivo;Tipo_entidad;Codigo_Entidad;Fecha_Corte;  Area;Tipo_Informe;CIDT        ;Codigo_Formato;Codigo_Clase;Codigo_Grupo;Codigo_Cuenta;Cod_SubCuenta;COL0                ;COL1                ;COL2
        287;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           9;           15;            0;27666533258.22      ;5663608906.31       ;22002924351.91
        863;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           31;           10;73085935.00         ;73085935.00         ;?
        638;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           4;           40;            5;199148497221.31     ;?                   ;199148497221.31
        291;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           1;           20;            0;616724539936.82     ;616724539936.82     ;?
        865;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           37;           10;128579677.79        ;128579677.79        ;?
        642;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           8;            5;            5;63059790147.26      ;63059790147.26      ;?
        293;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            8;            0;9070414817638.48    ;9070414817638.48    ;?
        867;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           97;           10;65565616.00         ;65565616.00         ;?
        653;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            1;            5;6522714.00          ;6522714.00          ;?
        296;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           1;           10;            0;457546858496.09     ;457546858496.09     ;?
        876;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           15;           10;7287403741.90       ;6571546741.30       ;715857000.60
        661;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           1;            5;            5;1503492772734.77    ;1503331491639.97    ;161281094.80
        298;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           12;            0;5752673482.00       ;5752673482.00       ;?
        880;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           98;           10;57526735.16         ;57526735.16         ;?
        673;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           29;            5;15841493741.42      ;?                   ;15841493741.42
